DATE,CCSA
2006-06-01,2408500.000000000000
2006-07-01,2449400.000000000000
2006-08-01,2466250.000000000000
2006-09-01,2446200.000000000000
2006-10-01,2446250.000000000000
2006-11-01,2476000.000000000000
2006-12-01,2481200.000000000000
2007-01-01,2524250.000000000000
2007-02-01,2569250.000000000000
2007-03-01,2519000.000000000000
2007-04-01,2496000.000000000000
2007-05-01,2447750.000000000000
2007-06-01,2482000.000000000000
2007-07-01,2542250.000000000000
2007-08-01,2553000.000000000000
2007-09-01,2537200.000000000000
2007-10-01,2561750.000000000000
2007-11-01,2616750.000000000000
2007-12-01,2712000.000000000000
2008-01-01,2798750.000000000000
2008-02-01,2844250.000000000000
2008-03-01,2912800.000000000000
2008-04-01,2964000.000000000000
2008-05-01,3013600.000000000000
2008-06-01,3057750.000000000000
2008-07-01,3176250.000000000000
2008-08-01,3378000.000000000000
2008-09-01,3521750.000000000000
2008-10-01,3731000.000000000000
2008-11-01,4096600.000000000000
2008-12-01,4522250.000000000000
2009-01-01,4861200.000000000000
2009-02-01,5297000.000000000000
2009-03-01,5765750.000000000000
2009-04-01,6184500.000000000000
2009-05-01,6525600.000000000000
2009-06-01,6534250.000000000000
2009-07-01,6139000.000000000000
2009-08-01,6047800.000000000000
2009-09-01,5984750.000000000000
2009-10-01,5765600.000000000000
2009-11-01,5460500.000000000000
2009-12-01,5141750.000000000000
2010-01-01,4839000.000000000000
2010-02-01,4793750.000000000000
2010-03-01,4731750.000000000000
2010-04-01,4728000.000000000000
2010-05-01,4674800.000000000000
2010-06-01,4583250.000000000000
2010-07-01,4528600.000000000000
2010-08-01,4461250.000000000000
2010-09-01,4467750.000000000000
2010-10-01,4363400.000000000000
2010-11-01,4195500.000000000000
2010-12-01,4100000.000000000000
2011-01-01,3918400.000000000000
2011-02-01,3849250.000000000000
2011-03-01,3765500.000000000000
2011-04-01,3770800.000000000000
2011-05-01,3773750.000000000000
2011-06-01,3741750.000000000000
2011-07-01,3721600.000000000000
2011-08-01,3716000.000000000000
2011-09-01,3742750.000000000000
2011-10-01,3701600.000000000000
2011-11-01,3652500.000000000000
2011-12-01,3573400.000000000000
2012-01-01,3451250.000000000000
2012-02-01,3381750.000000000000
2012-03-01,3336800.000000000000
2012-04-01,3323000.000000000000
2012-05-01,3328000.000000000000
2012-06-01,3324400.000000000000
2012-07-01,3305750.000000000000
2012-08-01,3306250.000000000000
2012-09-01,3314400.000000000000
2012-10-01,3276250.000000000000
2012-11-01,3326250.000000000000
2012-12-01,3190200.000000000000
2013-01-01,3132750.000000000000
2013-02-01,3058750.000000000000
2013-03-01,3037800.000000000000
2013-04-01,3041500.000000000000
2013-05-01,3012250.000000000000
2013-06-01,2992800.000000000000
2013-07-01,3020250.000000000000
2013-08-01,2934400.000000000000
2013-09-01,2895750.000000000000
2013-10-01,2928500.000000000000
2013-11-01,2851200.000000000000
2013-12-01,2858500.000000000000
2014-01-01,2876750.000000000000
2014-02-01,2848750.000000000000
2014-03-01,2779200.000000000000
2014-04-01,2721000.000000000000
2014-05-01,2667400.000000000000
2014-06-01,2588750.000000000000
2014-07-01,2533500.000000000000
2014-08-01,2504800.000000000000
2014-09-01,2447750.000000000000
2014-10-01,2423250.000000000000
2014-11-01,2408800.000000000000
2014-12-01,2380000.000000000000
2015-01-01,2349800.000000000000
2015-02-01,2340250.000000000000
2015-03-01,2326500.000000000000
2015-04-01,2281500.000000000000
2015-05-01,2260400.000000000000
2015-06-01,2273750.000000000000
2015-07-01,2244750.000000000000
2015-08-01,2254000.000000000000
2015-09-01,2243000.000000000000
2015-10-01,2207600.000000000000
2015-11-01,2208500.000000000000
2015-12-01,2203750.000000000000
2016-01-01,2204600.000000000000
2016-02-01,2188000.000000000000
2016-03-01,2166250.000000000000
2016-04-01,2155200.000000000000
2016-05-01,2175750.000000000000
2016-06-01,2159000.000000000000
2016-07-01,2141200.000000000000
2016-08-01,2148000.000000000000
2016-09-01,2113500.000000000000
2016-10-01,2075200.000000000000
2016-11-01,2048250.000000000000
2016-12-01,2056400.000000000000
2017-01-01,2036250.000000000000
2017-02-01,2018000.000000000000
2017-03-01,1996500.000000000000
2017-04-01,1974200.000000000000
2017-05-01,1944000.000000000000
2017-06-01,1962500.000000000000
2017-07-01,1961000.000000000000
2017-08-01,1953500.000000000000
2017-09-01,1951000.000000000000
2017-10-01,1922750.000000000000
2017-11-01,1927500.000000000000
2017-12-01,1894600.000000000000
2018-01-01,1908250.000000000000
2018-02-01,1860250.000000000000
2018-03-01,1830400.000000000000
2018-04-01,1813250.000000000000
2018-05-01,1746750.000000000000
2018-06-01,1734000.000000000000
2018-07-01,1749500.000000000000
2018-08-01,1723750.000000000000
2018-09-01,1685400.000000000000
2018-10-01,1657500.000000000000
2018-11-01,1681250.000000000000
2018-12-01,1695200.000000000000
2019-01-01,1716750.000000000000
2019-02-01,1729250.000000000000
2019-03-01,1724000.000000000000
2019-04-01,1673000.000000000000
2019-05-01,1682750.000000000000
2019-06-01,1697000.000000000000
2019-07-01,1691750.000000000000
2019-08-01,1694200.000000000000
2019-09-01,1678000.000000000000
2019-10-01,1693750.000000000000
2019-11-01,1692200.000000000000
2019-12-01,1736000.000000000000
2020-01-01,1737750.000000000000
2020-02-01,1703800.000000000000
2020-03-01,3497750.000000000000
2020-04-01,17030250.000000000000
2020-05-01,22035000.000000000000
2020-06-01,19010000.000000000000
2020-07-01,16624000.000000000000
2020-08-01,14313400.000000000000
2020-09-01,12016750.000000000000
2020-10-01,7942600.000000000000
2020-11-01,5993000.000000000000
