,respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,twitter_users,insta_users,facebook_users,snap_users,youtube_users,web1f,web1g,web1h,web1i,twitter_time,insta_time,facebok_time,snap_time,youtube_time,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
518,100362,2,1,190110,1,3,40,1,40051,S,2,2,1,1,3,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,3,1,2,2,5,1,2,2,57,1,6,1,2,1,,,,1,,6,1,,4,2,,,2,0.644551,0.6914075
519,100363,2,1,190110,1,2,17,2,17113,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,2,2,2,6,1,2,2,71,3,6,3,2,1,,,,1,,6,1,,1,,,,1,0.3474053,0.6531048
520,100364,2,1,190110,1,1,9,4,9003,S,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,2,1,2,1,1,1,2,2,39,6,3,1,2,1,,,,1,,5,3,1,4,3,,,1,1.5925824,1.4141951
521,100365,2,1,190110,1,2,55,1,55053,R,2,1,1,2,2,2,1,2,,,2,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,2,1,2,50,1,2,2,72,3,5,3,2,1,,,,1,,9,1,,1,,,,1,0.4899816,0.8896786
522,100366,2,1,190110,1,2,55,2,55055,R,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,1,3,1,2,1,1,1,7,1,1,2,18,6,2,5,2,1,,,,1,,9,1,,4,4,,,1,0.9875142,0.7309205
523,100367,2,1,190110,1,3,48,4,48113,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,2,1,1,2,3,2,1,,3,1,1,1,5,2,1,2,33,1,6,1,2,1,,,,1,,99,2,,2,2,,,2,1.5179008,1.1904706
524,100371,2,1,190110,1,3,48,1,48135,R,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,1,2,1,2,,3,1,1,1,1,1,1,14,1,2,2,35,6,6,4,1,7,,,,5,1,8,2,,4,3,,,2,0.5559395,0.4289963
525,100372,2,1,190110,1,3,48,2,48251,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,3,,4,1,1,1,0,,,,63,1,3,1,2,1,,,,1,,7,3,8,5,5,,,2,1.5551403,1.7233015
526,100373,2,1,190110,1,3,22,3,22055,S,2,1,1,1,1,1,2,,,,1,1,1,1,1,1,1,1,1,2,,1,2,2,1,2,1,2,2,2,2,,,1,,1,2,2,2,5,1,2,2,48,3,2,1,2,1,,,,1,,1,3,8,2,2,,,2,1.4609538,1.1681979
527,100374,2,1,190110,1,3,48,2,48027,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,2,2,,,1,,2,1,2,2,5,1,1,1,45,1,7,1,2,1,,,,1,,9,1,,6,1,,,2,0.6286412,0.4844995
528,100375,2,1,190110,1,2,27,1,27067,R,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,3,,3,1,1,2,14,1,1,2,61,1,6,2,2,1,,,,1,,7,3,1,3,3,,,1,0.5965169,0.6542129
529,100376,2,1,190110,1,2,29,2,29189,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,1,1,2,3,3,2,,3,1,1,1,10,1,2,1,56,1,5,4,2,1,,,,1,,99,1,,2,2,,,2,1.1075379,1.1771275
530,100377,2,1,190110,1,2,27,1,27035,R,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,2,1,1,2,2,2,1,,,,1,1,1,1,1,0,,,,29,1,3,1,2,1,,,,1,,6,2,,3,2,,,2,1.1360714,0.8837369
531,100378,2,1,190110,1,3,40,1,40109,S,2,1,1,1,2,1,2,,,,1,1,2,2,2,2,1,1,1,2,,3,2,2,1,2,1,2,2,2,2,,,2,,3,2,2,2,0,,,,33,1,3,1,2,1,,,,1,,3,1,,5,2,,,2,1.1881541,0.9339809
532,100379,2,1,190110,1,2,19,1,19155,R,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,2,1,1,2,3,2,1,,2,2,1,1,1,1,2,2,43,1,5,1,2,1,,,,1,,7,1,,4,2,,,2,1.2481845,1.176404
533,100385,2,1,190110,1,2,17,5,17043,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,2,,4,2,1,2,8,1,2,1,57,6,8,1,2,2,,,,2,,7,3,9,1,,,,1,0.7258032,0.8966889
534,100386,2,1,190110,1,3,47,4,17167,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,2,2,1,1,2,,1,2,1,,2,1,2,20,1,2,2,25,6,6,4,2,3,,,,3,,7,3,2,3,3,,,2,1.4040452,1.1729468
535,100389,2,1,190110,1,3,40,2,40031,U,2,2,1,1,4,1,1,2,,,1,2,,,,,,,,,,,2,2,1,1,1,2,1,1,2,,,1,5,2,2,1,2,0,,,,38,6,4,5,2,1,,,,1,,3,3,2,1,,,,2,2.2433448,1.9951334
536,100391,2,1,190110,1,2,55,3,55059,S,2,1,1,1,5,2,1,2,,,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,3,,,1,1,1,0,,,,72,5,3,3,2,1,,,,1,,6,2,,1,,,,1,0.761985,1.3188982
537,100393,2,1,190110,1,2,55,2,48453,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,1,,3,1,1,2,24,1,2,1,52,2,7,5,2,1,,,,1,,7,3,2,2,2,,,2,0.6010848,0.4584356
538,100394,2,1,190110,1,3,28,1,28011,R,2,2,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,2,1,2,3,1,1,2,62,1,6,1,2,1,,,,1,,9,1,,2,2,,,1,0.54773,0.6914075
539,100395,2,1,190110,1,4,4,3,20177,U,2,1,1,1,1,2,1,3,,,1,3,,,,,,,,,,,1,2,1,2,1,2,2,1,1,5,,1,,4,1,1,1,20,1,1,1,49,1,4,1,2,1,,,,1,,9,1,,3,2,,,2,0.9009366,0.7827948
540,100396,2,1,190110,1,2,17,5,29007,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,3,,,1,1,1,10,1,2,2,30,6,6,2,2,1,,,,1,,3,3,2,1,,,,2,1.2839049,0.9665002
541,100398,2,1,190110,1,4,8,2,2090,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,1,1,1,2,1,2,,,2,5,3,2,1,1,3,1,2,2,23,1,4,1,2,1,,,,1,,6,1,,3,3,,,2,1.4074102,1.1012945
542,100399,2,1,190110,1,4,49,1,49035,R,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,2,2,1,2,,3,3,3,1,2,1,1,6,1,1,1,58,1,6,1,2,1,,,,1,,5,3,1,4,3,,,1,0.3474053,0.3621883
543,100400,2,1,190110,1,4,8,1,8123,R,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,1,1,2,2,,,2,,3,1,1,2,50,1,1,1,71,1,6,4,2,1,,,,1,,9,2,,2,2,,,1,0.3474053,0.5608998
544,100401,2,1,190110,1,2,18,3,6067,S,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,,1,5,3,1,1,1,75,1,1,1,42,1,7,1,2,1,,,,1,,9,2,,3,2,,,1,1.0318647,1.0228452
545,100402,2,1,190110,1,4,6,2,6113,U,2,2,1,1,2,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,1,2,1,2,,,,,2,1,1,2,50,1,1,1,30,6,6,2,2,1,,,,1,,2,2,,3,3,,,1,1.2911945,1.077353
546,100403,2,1,190110,1,4,53,2,53061,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,3,,5,2,1,2,5,1,2,2,75,1,5,3,2,1,,,,1,,4,3,1,2,2,,,1,0.6229352,1.009229
547,100404,2,1,190110,1,4,32,2,32003,S,2,1,1,1,1,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,1,1,1,4,2,2,1,33,3,3,1,1,7,,,,5,1,5,3,8,6,3,,,2,1.3008814,1.0322606
548,100406,2,1,190110,1,4,32,2,32003,S,2,1,1,1,3,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,1,2,2,,1,1,1,1,1,1,1,8,1,2,2,19,6,3,2,2,1,,,,1,,2,1,,3,3,,,1,0.8225223,0.6353681
549,100407,2,1,190110,1,4,53,4,53033,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,1,2,2,2,1,2,2,1,2,1,,,,5,2,1,2,5,1,2,2,55,1,6,1,2,1,,,,1,,9,2,,3,2,,,1,0.3474053,0.3621883
550,100409,2,1,190110,1,4,4,3,4013,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,1,1,2,3,3,3,,4,1,1,2,12,1,2,2,66,1,7,1,2,1,,,,1,,9,2,,2,2,,,2,0.4356647,0.5717245
551,100410,2,1,190110,1,4,6,4,6067,S,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,1,1,2,0,,,,44,3,98,1,2,1,,,,1,,9,4,8,2,2,,,2,0.5591618,0.4822809
552,100412,2,1,190110,1,3,37,2,4021,R,2,1,2,2,,2,2,,,,2,,1,1,1,1,,1,1,9,,9,2,2,1,2,2,2,2,1,2,,,5,,,1,1,2,0,,,,77,5,2,3,2,1,,,,1,,2,1,,1,,,,2,1.3396963,1.3841323
553,100413,2,1,190110,1,4,6,1,6029,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,1,,2,1,1,2,3,1,2,1,56,1,6,2,2,1,,,,1,,4,3,1,2,2,,,2,0.3474053,0.3621883
554,100415,2,1,190110,1,4,6,1,6089,S,2,2,2,1,5,2,2,,,,1,1,2,2,1,1,2,2,1,2,,1,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,4,1,2,2,70,5,3,3,2,1,,,,1,,2,2,,1,,,,1,0.5481477,1.3812092
555,100416,2,1,190110,1,4,6,2,6037,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,2,1,2,1,1,2,,2,2,,4,2,1,2,10,1,2,2,23,6,6,1,1,7,,,,5,1,6,2,,8,8,,,2,1.8764605,1.342773
556,100418,2,1,190110,1,4,6,2,6067,R,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,2,2,1,2,2,,1,5,1,,2,1,2,3,1,2,2,18,6,3,4,2,1,,,,1,,2,3,8,1,,,,2,1.4734593,1.1793131
557,100419,2,1,190110,1,4,53,2,53061,S,2,1,1,1,3,2,2,,,,1,1,1,2,1,1,1,1,1,2,,1,2,2,2,2,1,2,1,1,2,,,,,3,2,1,2,10,1,2,2,52,4,5,1,2,1,,,,1,,7,3,1,1,,,,2,0.9421307,0.7773189
558,100420,2,1,190110,1,4,41,1,41033,R,2,1,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,3,1,1,2,0,,,,42,6,4,6,2,1,,,,1,,1,1,,1,,,,2,1.0396403,1.0226141
559,100421,2,1,190110,1,4,32,3,32005,U,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,2,1,2,2,1,2,2,52,2,4,1,2,1,,,,1,,5,3,1,2,2,,,2,1.18501,1.1907885
560,100424,2,1,190110,1,4,6,1,6029,U,2,2,1,1,2,1,2,,,,1,1,1,1,1,2,2,2,8,2,,,2,2,1,2,1,2,1,2,2,,,1,,3,1,1,1,20,1,2,2,35,4,3,2,2,1,,,,1,,2,4,8,2,1,,,2,1.9049032,1.8954588
561,100425,2,1,190110,1,4,53,4,53033,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,2,1,1,2,1,2,2,,1,,1,3,2,1,2,98,2,1,2,19,6,3,2,2,1,,,,1,,9,2,,4,3,,,1,1.292386,1.0718403
562,100426,2,1,190110,1,4,6,2,6085,U,2,1,1,1,2,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,2,1,1,1,3,3,1,,2,1,1,1,70,1,1,1,32,1,6,1,1,1,,,,1,1,9,1,,2,2,,,2,0.9694479,0.729513
563,100427,2,1,190110,1,4,32,2,32003,U,2,2,2,2,,2,1,8,,,1,1,8,2,2,2,1,2,8,2,,,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,0,,,,76,1,3,3,2,1,,,,1,,7,1,,2,2,,,2,0.9841867,1.3980168
564,100428,2,1,190110,1,4,6,1,6089,R,2,1,1,1,2,1,2,,,,1,1,2,2,2,2,1,1,2,2,,3,2,1,1,1,1,2,2,2,2,,1,1,1,3,2,1,1,0,,,,25,6,4,1,2,1,,,,1,,6,1,,1,,,,2,1.5671678,1.3315465
565,100429,2,1,190110,1,4,6,4,6075,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,2,3,,,1,1,2,25,1,1,2,31,6,6,1,2,1,,,,1,,9,2,,2,2,,,2,0.7611201,0.5759261
566,100431,2,1,190110,1,4,6,4,6075,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,2,27,1,1,1,31,6,6,1,1,7,,,,5,3,8,2,,2,2,,,2,0.5286337,0.4182819
567,100433,2,1,190110,1,4,4,3,4013,,2,1,1,1,4,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,3,1,1,2,0,,,,48,1,4,1,2,1,,,,1,,8,2,,3,3,,,1,0.8720208,0.7827948
568,100434,2,1,190110,1,4,6,4,6017,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,2,1,1,2,4,3,1,,1,1,2,1,50,1,2,2,56,1,7,3,2,2,,,,2,,8,2,,2,2,,,2,0.7863362,0.5873395
569,100435,2,1,190110,1,4,6,1,6029,,2,1,1,1,1,1,1,1,2,,1,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,5,1,1,1,2,1,2,1,0,,,,43,9,99,99,9,9,,,,9,,99,9,9,9,9,,,9,0.5524741,0.5242593
570,100438,2,1,190110,1,4,4,1,4025,S,2,2,1,1,2,1,2,,,,1,1,1,1,1,2,2,2,2,2,,,2,1,1,2,1,1,1,2,2,,2,3,,1,1,1,1,12,1,1,2,45,1,3,5,2,1,,,,1,,8,1,,4,2,,,2,1.3212307,1.3658029
571,100440,2,1,190110,1,4,53,2,53061,S,2,2,1,1,1,1,1,8,,,1,1,1,1,1,2,1,1,2,2,,3,2,2,2,1,1,2,1,2,2,,,,2,3,1,1,1,7,1,2,1,18,6,2,4,2,1,,,,1,,98,2,,4,3,,,1,1.4261681,1.1793131
572,100442,2,1,190110,1,4,6,3,6095,S,2,1,1,1,2,1,2,,,,1,1,2,2,1,2,1,1,8,2,,3,2,1,1,1,1,2,2,2,2,,3,5,1,1,2,1,2,10,1,2,2,19,6,4,1,2,1,,,,1,,4,2,,2,2,,,2,1.3458718,1.1090526
573,100444,2,1,190110,1,4,41,1,41039,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,2,2,1,1,5,1,,3,2,1,1,1,1,2,1,50,1,6,1,2,1,,,,1,,9,2,,4,2,,,2,0.4482662,0.3937139
574,100445,2,1,190110,1,4,6,4,6067,S,2,1,1,1,1,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,5,1,1,2,0,,,,66,1,4,1,2,1,,,,1,,9,1,,4,4,,,2,0.6640267,0.7114466
575,100447,2,1,190111,1,3,13,3,13135,S,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,4,1,,3,1,1,1,3,2,1,1,40,1,6,1,2,2,,,,2,,8,3,2,5,3,,,1,0.6960736,0.5641842
576,100448,2,1,190111,1,3,21,1,21081,S,2,2,1,1,2,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,2,2,2,2,,3,2,3,3,1,2,1,7,1,2,2,21,6,3,1,2,1,,,,1,,5,3,2,8,5,,,2,1.6565207,1.416563
577,100450,2,1,190111,1,1,34,4,34019,S,2,1,1,1,2,1,1,3,,,1,2,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,,1,,,1,1,2,2,1,2,2,69,1,7,3,2,1,,,,1,,8,3,2,2,2,,,1,0.3811877,0.4670418
578,100451,2,1,190111,1,2,39,4,39113,S,2,1,1,1,1,1,1,2,,,1,4,,,,,,,,,,,2,1,1,2,1,1,2,1,2,,2,2,,2,1,1,1,2,1,2,2,29,2,5,1,2,9,,,,9,,4,2,,5,2,,,2,1.9043063,1.4091423
579,100452,2,1,190111,1,4,6,5,42003,U,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,1,1,2,3,1,4,3,3,2,1,2,3,1,2,2,25,6,6,1,2,1,,,,1,,5,2,,4,4,,,2,1.0693926,0.8401509
580,100454,2,1,190111,1,3,13,4,51059,U,2,1,1,1,2,2,1,2,,,1,1,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,1,2,2,6,1,2,2,40,1,7,1,2,3,,,,3,,6,3,8,3,2,,,2,0.8513859,0.6586363
581,100460,2,1,190111,1,3,37,1,37055,R,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,1,1,2,2,,1,1,,3,1,1,2,96,1,1,1,62,1,8,3,2,1,,,,1,,8,2,,2,2,,,1,0.54773,0.6914075
582,100461,2,1,190111,1,1,42,4,42003,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,1,2,15,1,1,1,28,6,7,1,2,3,,,,3,,7,3,8,1,,,,2,0.9367723,0.7750368
583,100462,2,1,190111,1,1,25,4,25025,U,2,1,1,1,1,1,1,2,,,1,3,,,,,,,,,,,1,1,1,2,1,1,1,1,1,3,4,1,,1,1,1,2,13,1,1,1,40,1,7,1,2,3,,,,3,,9,4,2,4,2,,,2,0.9022083,0.739915
584,100465,2,1,190117,1,3,12,2,12105,S,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,,,,,5,1,1,2,0,,,,59,1,3,1,1,7,,,,5,3,99,1,,3,3,,,1,0.7723284,0.616397
585,100466,2,1,190111,1,3,12,3,9003,U,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,2,1,2,2,2,2,1,2,3,,1,,,1,1,2,4,2,1,2,70,1,4,3,2,1,,,,1,,99,2,,2,2,,,1,0.7479779,1.2356575
586,100470,2,1,190111,1,1,42,2,42085,S,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,2,1,88,2,2,1,18,6,3,1,2,1,,,,1,,2,2,,4,3,,,2,1.7841007,1.444322
587,100471,2,1,190111,1,1,42,3,42095,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,2,,4,2,1,2,24,1,2,2,99,1,6,3,2,1,,,,1,,7,2,,2,2,,,2,0.663839,0.7099225
588,100473,2,1,190111,1,1,36,5,42089,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,25,1,1,2,26,6,6,1,2,1,,,,1,,6,2,,3,3,,,2,2.0565808,1.7493808
589,100474,2,1,190111,1,1,9,3,9011,S,2,1,1,1,1,2,1,2,,,1,3,,,,,,,,,,,2,2,2,2,1,2,2,1,1,,,,,3,1,1,2,12,1,2,1,64,1,4,3,2,1,,,,1,,98,2,,2,2,,,1,0.616704,0.6518624
590,100475,2,1,190111,1,3,13,2,13185,,2,1,1,1,2,1,2,,,,1,1,1,2,1,2,1,1,2,2,,3,2,1,1,1,1,2,1,2,2,,5,3,5,5,2,2,1,0,,,,21,6,3,1,2,1,,,,1,,2,1,,1,,,,2,1.0670331,0.7724762
591,100477,2,1,190111,1,1,36,5,36061,U,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,3,,4,2,1,2,20,1,2,2,56,6,6,1,2,1,,,,1,,7,3,2,1,,,,1,0.3474053,0.4600206
592,100478,2,1,190111,1,2,26,4,26099,S,2,2,1,1,3,2,1,2,,,1,2,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,5,5,,,1,1,2,0,,,,59,3,4,6,2,1,,,,1,,99,2,,2,2,,,2,1.0036449,1.0698539
593,100479,2,1,190111,1,3,47,2,47093,R,2,2,1,1,1,1,1,3,,,1,1,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,5,1,1,2,35,1,2,1,25,6,7,1,2,1,,,,1,,4,2,,4,4,,,1,1.6212669,1.3098385
594,100481,2,1,190111,1,2,26,3,26081,S,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,2,1,1,2,,1,1,1,3,1,1,1,3,1,2,2,35,3,6,1,2,1,,,,1,,9,1,,3,1,,,2,1.214265,1.0228452
595,100482,2,1,190111,1,1,34,5,36119,S,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,1,1,2,,,1,,1,1,1,2,10,1,2,1,70,3,6,3,2,2,,,,2,,6,2,,3,3,,,1,0.6846804,0.8992713
596,100483,2,1,190111,1,1,36,2,42085,U,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,1,1,1,1,1,1,2,2,,1,1,4,3,2,1,2,50,1,1,1,25,2,6,2,2,1,,,,1,,3,2,,2,2,,,2,1.6152519,1.31945
597,100484,2,1,190111,1,1,36,3,36029,U,2,1,1,1,2,1,2,,,,1,2,2,2,1,2,1,1,1,1,they have free wifi,6,1,1,1,1,1,1,2,1,2,4,1,1,4,1,2,1,2,60,1,2,2,46,6,5,4,2,2,,,,2,,3,2,,2,2,,,2,1.423966,1.4414311
598,100485,2,1,190111,1,1,44,4,11001,U,2,2,1,1,1,1,1,2,,,1,2,,,,,,,,,,,2,1,1,2,1,1,1,2,2,,1,3,,1,2,1,2,2,1,2,2,26,6,6,7,1,7,,,,5,3,98,2,,1,,,,2,0.5916937,0.4980942
599,100487,2,1,190111,1,3,13,3,13121,S,2,1,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,1,2,1,1,,,1,,2,2,1,1,1,1,2,2,42,1,4,1,2,1,,,,1,,6,3,2,3,2,,,2,1.3942255,1.2672814
600,100488,2,1,190111,1,1,36,3,36027,S,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,1,1,2,1,2,1,2,2,2,1,2,,4,1,1,2,12,2,2,1,61,1,6,3,1,8,,,,9,2,7,1,,4,4,,,2,0.7916054,0.7177905
601,100489,2,1,190111,1,1,34,4,34021,S,2,1,1,1,3,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,1,,,2,2,2,0,,,,63,1,5,2,2,1,,,,1,,3,2,,4,4,,,1,0.6656387,0.5883127
602,100491,2,1,190111,1,3,21,2,21111,S,2,2,1,1,3,1,2,,,,1,1,2,2,2,2,2,1,2,1,i wouldnt get my moneys worth out of it. I would like alittle extra high speed but it run out in the end of the month.,6,2,1,2,2,2,2,2,2,2,,2,,,,2,2,1,0,,,,22,6,3,4,2,1,5,,,4,,3,3,1,6,4,,,2,2.0972585,1.7942684
603,100493,2,1,190111,1,1,36,5,36061,U,2,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,5,1,1,2,23,6,3,1,2,2,,,,2,,2,3,9,2,2,,,1,1.1100911,1.1131122
604,100494,2,1,190111,1,1,34,4,42101,S,2,2,1,1,4,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,2,1,2,1,1,2,2,65,1,4,4,2,1,,,,1,,5,2,,3,3,,,1,0.7785186,1.123377
605,100496,2,1,190111,1,4,8,3,33017,S,2,2,1,1,4,1,2,,,,1,3,1,2,8,8,1,1,8,2,,4,2,1,1,2,2,2,1,2,2,,1,1,,,1,2,1,30,1,2,2,29,1,3,4,2,1,,,,1,,2,4,8,3,2,,,2,1.3286668,1.2082265
606,100498,2,1,190111,1,3,51,2,42017,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,1,2,1,2,1,2,2,1,2,3,,1,,3,1,1,1,45,1,1,1,43,3,7,1,2,1,,,,1,,7,3,1,4,1,,,1,0.4819511,0.6451471
607,100499,2,1,190111,1,3,12,2,12069,S,2,1,1,1,3,1,1,1,1,,8,,1,2,1,1,,2,2,2,,1,2,2,1,2,1,2,2,2,2,,,3,,3,2,1,2,6,1,2,2,72,1,3,3,2,1,,,,1,,99,3,1,2,2,,,2,1.3396963,1.3841323
608,100500,2,1,190111,1,1,33,2,33017,,2,1,1,1,2,2,1,2,,,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,1,1,1,99,,,,55,9,6,1,9,9,,,,9,,99,1,,1,,,,9,0.4233966,0.3621883
609,100501,2,1,190111,1,2,26,4,26125,S,2,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,1,,1,1,1,2,36,1,1,1,64,1,6,5,2,1,,,,1,,6,2,,2,2,,,1,0.5300599,0.6018288
610,100506,2,1,190111,1,3,21,4,21111,,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,2,1,2,1,2,2,1,2,,,1,,5,1,1,2,2,2,2,1,54,1,6,1,2,1,,,,1,,99,2,,3,3,,,2,0.5696713,0.4403462
611,100507,2,1,190111,1,3,13,5,13121,S,2,1,1,1,2,1,1,2,,,1,2,,,,,,,,,,,2,1,1,1,1,2,2,1,2,,2,3,2,3,2,1,2,3,2,1,1,59,1,7,1,2,1,,,,1,,8,2,,2,2,,,2,0.5590292,0.4566696
612,100508,2,1,190111,1,3,37,3,37025,,2,1,1,1,1,1,2,,,,1,2,2,2,1,1,1,1,2,1,I have acces at college,6,2,1,1,1,1,2,1,2,2,,1,4,5,3,2,1,1,0,,,,19,6,3,2,2,3,,,,3,,5,3,1,8,4,,,9,1.1566765,0.9734921
613,100509,2,1,190111,1,3,37,1,37099,R,2,2,1,1,1,1,1,2,,,1,1,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,1,,4,1,1,2,0,,,,48,1,6,1,2,1,,,,1,,98,2,,3,2,,,1,0.7008233,0.7641824
